round,country,position,utility,satisfaction
8,France,0.6520364981076336,2.882687169449872,0.9469839360711303
8,Germany,0.669053657169194,3.4181047795522135,0.9682655881931871
8,Italy,0.6709362118319496,3.0636334135027887,0.9553674839457048
8,Japan,0.6856814683738562,3.6570143062875813,0.9748399112895186
8,United Kingdom,0.6818151451446774,3.858098901773287,0.9793282511782402
8,United States,0.5618849852422689,3.1251657958724115,0.9579189558615325
9,Canada,0.5552884951138852,3.0207256082051273,0.9535017067854956
9,France,0.6552539009284493,2.8966461049257313,0.9476803926704297
9,Germany,0.6705693440838535,3.4331175347391767,0.9687236613718153
9,Italy,0.6722636432803336,3.0767285389675445,0.9559225482155516
9,Japan,0.6855343741680495,3.6698764121873273,0.9751534616024936
9,United Kingdom,0.6820546832617886,3.873441628884854,0.9796365823286595
9,United States,0.574117539349621,3.1643812054145006,0.9594716564654991
10,Canada,0.5681806982340756,3.0584681829303553,0.9551467173968399
10,France,0.6581495634671833,2.9092091468540047,0.9482998048952237
10,Germany,0.6719334623070471,3.446629014407442,0.9691304514779682
10,Italy,0.6734583315838792,3.0885141518858257,0.9564164709302564
10,Japan,0.6854019893828235,3.6814522704983323,0.9754323978982767
10,United Kingdom,0.6822702675671888,3.887250083285264,0.9799102270103921
10,United States,0.5851268380462378,3.199675074002381,0.9608220478320838
11,Canada,0.579783681042247,3.092436500183061,0.9565796777305066
11,France,0.660755659752044,2.920515884589451,0.9488513420359672
11,Germany,0.6731611687079213,3.458789346108883,0.9694921794577018
11,Italy,0.6745335510570702,3.099121203512278,0.9568564810071906
11,Japan,0.6852828430761201,3.6918705130092357,0.9756808282618729
11,United Kingdom,0.6824642934420488,3.899677692245633,0.9801534254839313
11,United States,0.595035206873193,3.2314395557314732,0.9620004117935989
12,Canada,0.5902263655696013,3.1230079857104966,0.957831888039785
12,France,0.6631011464084186,2.930691948551352,0.9493429618474338
12,Germany,0.6742661044687082,3.4697336446401783,0.9698142220440463
12,Italy,0.6755012485829421,3.1086675499760847,0.957248860500279
12,Japan,0.685175611400087,3.7012469069941583,0.9759023194793205
12,United Kingdom,0.6826389167294229,3.9108625403099655,0.9803698363651898
12,United States,0.6039527388174527,3.2600275892876565,0.9630317729380263
13,Canada,0.5996247816442201,3.1505223226851884,0.9589292978355182
13,France,0.6652120843991557,2.939850406117064,0.9497815921822675
13,Germany,0.6752605466534163,3.479583513318344,0.9701012424392461
13,Italy,0.6763721763562269,3.117259261793511,0.95759908521348
13,Japan,0.6850791028916572,3.7096856419179285,0.9760999780866623
13,United Kingdom,0.6827960776880596,3.920928903567865,0.9805626278312495
13,United States,0.6119785175672864,3.2857568194882214,0.963936940510975
